,municipio_id,fecha,daystage,cielo,prob._precip.__(%),prob._de_nieve_(%),prob._de_tormenta_(%),dirección_viento,temp._(°c),sen._térmica_(°c),racha_máx._(km/h),precipitación_(mm),nieve_(mm),humedad_relativa_(%),velocidad_del_viento
0,acebeda-la,2024-08-29,mediodia,Nubes altas,Muy alta,Baja,Alta,S,21.0,21.0,25.0,0.0,0.0,69.0,7.0
1,acebeda-la,2024-08-29,tarde,Nubes altas,Muy alta,Baja,Muy alta,S,22.0,22.0,30.83,0.02,0.0,60.0,16.67
2,acebeda-la,2024-08-29,noche,['Nubes altas' 'Nuboso'],Muy alta,Baja,Media,['NO' 'S'],17.8,17.8,12.4,0.0,0.0,56.2,7.2
3,acebeda-la,2024-08-30,madrugada,Poco nuboso,Baja,Baja,Baja,N,14.17,14.17,10.0,0.02,0.0,89.17,5.83
4,acebeda-la,2024-08-30,mediodia,['Cubierto' 'Poco nuboso'],Muy alta,Baja,Alta,['N' 'SE'],15.71,15.71,17.71,3.0,0.0,91.57,7.0
5,acebeda-la,2024-08-30,tarde,['Nubes altas' 'Poco nuboso'],Muy alta,Baja,Alta,SE,24.67,24.67,14.5,0.52,0.0,49.33,7.5
6,acebeda-la,2024-08-30,noche,Poco nuboso,Baja,Baja,Baja,['NO' 'S'],20.8,20.8,6.8,0.0,0.0,68.0,5.2
7,acebeda-la,2024-08-31,madrugada,['Nuboso' 'Poco nuboso'],Baja,Baja,Baja,O,15.17,15.17,5.33,0.0,0.0,94.5,2.0
8,acebeda-la,2024-08-31,mediodia,['Nubes altas' 'Nuboso'],Baja,Baja,Baja,NO,13.5,13.5,11.5,0.0,0.0,95.0,6.5
9,ajalvir,2024-08-29,mediodia,Cubierto con tormenta y lluvia escasa,Muy alta,Baja,Alta,E,24.0,24.0,15.0,0.1,0.0,64.0,8.0
10,ajalvir,2024-08-29,tarde,['Cubierto con tormenta y lluvia escasa' 'Nubes altas'],Muy alta,Baja,Alta,['E' 'S' 'SO'],26.5,26.5,29.33,0.03,0.0,49.33,10.33
11,ajalvir,2024-08-29,noche,Nubes altas,Muy alta,Baja,Alta,['E' 'NE'],21.4,21.4,20.0,1.66,0.0,69.4,15.8
12,ajalvir,2024-08-30,madrugada,Intervalos nubosos,Baja,Baja,Baja,N,18.5,18.5,22.33,0.13,0.0,94.83,14.83
13,ajalvir,2024-08-30,mediodia,Muy nuboso,Muy alta,Baja,Baja,NE,20.29,20.29,24.86,0.0,0.0,87.86,14.14
14,ajalvir,2024-08-30,tarde,Cubierto con lluvia escasa,Muy alta,Baja,Media,NE,28.0,28.67,21.33,0.08,0.0,53.0,12.67
15,ajalvir,2024-08-30,noche,Nubes altas,Baja,Baja,Baja,NE,22.6,22.6,13.8,0.02,0.0,85.2,9.6
16,ajalvir,2024-08-31,madrugada,['Cielo despejado' 'Muy nuboso'],Baja,Baja,Baja,NE,19.17,19.17,12.83,0.0,0.0,91.67,8.33
17,ajalvir,2024-08-31,mediodia,['Cielo despejado' 'Nubes altas'],Baja,Baja,Baja,['N' 'NE'],17.0,17.0,9.5,0.0,0.0,94.5,9.0
18,alameda-del-valle,2024-08-29,mediodia,Muy nuboso,Muy alta,Baja,Alta,E,23.0,23.0,23.0,0.0,0.0,64.0,6.0
19,alameda-del-valle,2024-08-29,tarde,Nubes altas,Muy alta,Baja,Alta,S,24.5,24.5,33.17,0.02,0.0,51.0,13.33
20,alameda-del-valle,2024-08-29,noche,Poco nuboso,Muy alta,Baja,Media,NO,17.6,17.6,10.8,0.02,0.0,60.2,8.0
21,alameda-del-valle,2024-08-30,madrugada,Poco nuboso,Baja,Baja,Baja,NO,12.33,12.33,12.33,0.0,0.0,86.33,5.67
22,alameda-del-valle,2024-08-30,mediodia,['Cielo despejado' 'Cubierto con lluvia'],Muy alta,Baja,Alta,NO,16.0,16.0,16.43,2.0,0.0,86.0,5.71
23,alameda-del-valle,2024-08-30,tarde,Nubes altas,Muy alta,Baja,Alta,['S' 'SE'],26.67,26.67,16.17,0.53,0.0,44.17,7.5
24,alameda-del-valle,2024-08-30,noche,Poco nuboso,Baja,Baja,Baja,NO,21.0,21.0,10.6,0.0,0.0,58.0,5.6
25,alameda-del-valle,2024-08-31,madrugada,Poco nuboso,Baja,Baja,Baja,N,12.83,12.83,11.67,0.0,0.0,88.83,5.5
26,alameda-del-valle,2024-08-31,mediodia,['Nubes altas' 'Poco nuboso'],Baja,Baja,Baja,['NO' 'O'],12.0,12.0,11.5,0.0,0.0,87.5,7.0
27,alamo-el,2024-08-29,mediodia,Cubierto con lluvia escasa,Alta,Baja,Alta,E,25.0,25.0,16.0,0.1,0.0,55.0,8.0
28,alamo-el,2024-08-29,tarde,['Intervalos nubosos con lluvia escasa' 'Nubes altas'],Muy alta,Baja,Alta,S,28.0,28.33,29.67,0.25,0.0,45.33,11.33
29,alamo-el,2024-08-29,noche,Poco nuboso,Muy alta,Baja,Alta,['N' 'NE'],21.4,21.4,18.4,0.04,0.0,85.6,13.0
30,alamo-el,2024-08-30,madrugada,Muy nuboso,Baja,Baja,Baja,NE,18.33,18.33,22.17,0.0,0.0,91.5,14.5
31,alamo-el,2024-08-30,mediodia,Muy nuboso,Muy alta,Baja,Baja,NE,20.71,20.71,26.71,0.0,0.0,85.57,17.43
32,alamo-el,2024-08-30,tarde,Nuboso,Muy alta,Baja,Media,NE,29.17,30.33,26.33,0.0,0.0,55.17,18.0
33,alamo-el,2024-08-30,noche,Nubes altas,Baja,Baja,Baja,NE,25.6,26.4,16.2,0.0,0.0,74.4,11.4
34,alamo-el,2024-08-31,madrugada,Poco nuboso,Baja,Baja,Baja,['E' 'NE'],20.17,20.17,15.67,0.0,0.0,87.0,10.83
35,alamo-el,2024-08-31,mediodia,['Cielo despejado' 'Nubes altas'],Baja,Baja,Baja,['N' 'NE'],18.5,18.5,9.0,0.0,0.0,90.0,7.0
36,alcala-de-henares,2024-08-29,mediodia,Nuboso con tormenta y lluvia escasa,Muy alta,Baja,Alta,SE,25.0,25.0,18.0,0.1,0.0,61.0,8.0
37,alcala-de-henares,2024-08-29,tarde,Cubierto,Muy alta,Baja,Muy alta,S,27.33,27.5,28.5,0.02,0.0,46.83,13.0
38,alcala-de-henares,2024-08-29,noche,Muy nuboso,Muy alta,Baja,Alta,['N' 'NE'],22.2,22.2,27.8,1.36,0.0,75.0,12.6
39,alcala-de-henares,2024-08-30,madrugada,['Cielo despejado' 'Poco nuboso'],Baja,Baja,Baja,NE,18.33,18.33,24.67,0.0,0.0,99.0,14.83
40,alcala-de-henares,2024-08-30,mediodia,['Cubierto' 'Muy nuboso'],Muy alta,Baja,Baja,NE,20.71,20.71,24.86,0.0,0.0,87.71,14.43
41,alcala-de-henares,2024-08-30,tarde,Cubierto,Muy alta,Baja,Alta,NE,28.83,30.0,20.83,0.02,0.0,52.83,13.0
42,alcala-de-henares,2024-08-30,noche,Poco nuboso,Baja,Baja,Baja,NE,23.2,23.2,13.4,0.0,0.0,80.2,8.4
43,alcala-de-henares,2024-08-31,madrugada,['Cielo despejado' 'Muy nuboso'],Baja,Baja,Baja,NE,19.0,19.0,11.5,0.0,0.0,89.17,6.0
44,alcala-de-henares,2024-08-31,mediodia,['Nuboso' 'Poco nuboso'],Baja,Baja,Baja,E,17.0,17.0,10.0,0.0,0.0,94.5,6.0
45,alcobendas,2024-08-29,mediodia,Cubierto con lluvia escasa,Muy alta,Baja,Alta,E,23.0,23.0,16.0,0.1,0.0,65.0,9.0
46,alcobendas,2024-08-29,tarde,['Cubierto con tormenta y lluvia escasa' 'Nubes altas'],Muy alta,Baja,Alta,S,26.5,26.83,28.83,0.35,0.0,54.83,10.83
47,alcobendas,2024-08-29,noche,"['Cielo despejado' 'Cubierto' 'Muy nuboso con lluvia escasa' 'Nubes altas'
 'Nuboso']",Muy alta,Baja,Alta,['N' 'NO'],21.8,21.8,21.8,0.02,0.0,69.0,15.4
48,alcobendas,2024-08-30,madrugada,Cubierto,Baja,Baja,Baja,N,19.33,19.33,24.67,0.02,0.0,88.0,14.67
49,alcobendas,2024-08-30,mediodia,Cubierto,Muy alta,Baja,Baja,NE,20.86,20.86,23.14,0.0,0.0,85.43,12.71
50,alcobendas,2024-08-30,tarde,Poco nuboso,Muy alta,Baja,Media,NE,28.17,28.5,24.0,0.02,0.0,50.67,10.83
51,alcobendas,2024-08-30,noche,['Nubes altas' 'Poco nuboso'],Baja,Baja,Baja,NE,23.0,23.0,15.2,0.0,0.0,78.8,10.6
52,alcobendas,2024-08-31,madrugada,['Cubierto' 'Muy nuboso'],Baja,Baja,Baja,E,20.0,20.0,13.33,0.0,0.0,84.17,7.33
53,alcobendas,2024-08-31,mediodia,['Cielo despejado' 'Nubes altas'],Baja,Baja,Baja,['N' 'NE'],18.5,18.5,8.0,0.0,0.0,90.5,8.5
54,alcorcon,2024-08-29,mediodia,['Cubierto con lluvia escasa' 'Intervalos nubosos con lluvia escasa'],Muy alta,Baja,Alta,E,23.5,23.5,19.0,0.1,0.0,64.0,9.5
55,alcorcon,2024-08-29,tarde,Cubierto,Muy alta,Baja,Alta,SE,26.33,26.33,22.83,0.15,0.0,48.83,9.17
56,alcorcon,2024-08-29,noche,Cubierto con lluvia escasa,Muy alta,Baja,Alta,NE,19.8,19.8,22.8,0.08,0.0,77.8,13.4
57,alcorcon,2024-08-30,madrugada,['Intervalos nubosos con lluvia escasa' 'Muy nuboso'],Baja,Baja,Baja,NE,18.0,18.0,30.17,0.03,0.0,89.67,18.0
58,alcorcon,2024-08-30,mediodia,Cubierto,Muy alta,Baja,Baja,NE,20.0,20.0,30.71,0.0,0.0,85.71,17.14
59,alcorcon,2024-08-30,tarde,Intervalos nubosos con lluvia escasa,Muy alta,Baja,Alta,NE,27.5,27.83,29.17,0.08,0.0,50.33,16.5
60,alcorcon,2024-08-30,noche,Nubes altas,Baja,Baja,Baja,NE,22.2,22.2,20.0,0.02,0.0,75.8,12.4
61,alcorcon,2024-08-31,madrugada,['Cubierto' 'Poco nuboso'],Baja,Baja,Baja,['E' 'NE'],19.17,19.17,19.0,0.0,0.0,86.83,11.67
62,alcorcon,2024-08-31,mediodia,['Cielo despejado' 'Nubes altas'],Baja,Baja,Baja,NE,18.0,18.0,11.5,0.0,0.0,87.5,8.0
63,aldea-del-fresno,2024-08-29,mediodia,Muy nuboso con lluvia escasa,Alta,Baja,Alta,E,26.0,26.0,16.0,0.1,0.0,51.0,9.0
64,aldea-del-fresno,2024-08-29,tarde,Cubierto,Muy alta,Baja,Alta,SE,29.17,29.33,22.33,0.22,0.0,41.5,8.5
65,aldea-del-fresno,2024-08-29,noche,Poco nuboso,Muy alta,Baja,Media,NE,22.4,22.4,18.4,0.0,0.0,69.6,12.4
66,aldea-del-fresno,2024-08-30,madrugada,Poco nuboso,Baja,Baja,Baja,NE,19.0,19.0,15.5,0.0,0.0,82.17,9.33
67,aldea-del-fresno,2024-08-30,mediodia,Cubierto,Muy alta,Baja,Baja,NE,21.43,21.71,27.86,0.0,0.0,83.0,14.86
68,aldea-del-fresno,2024-08-30,tarde,Nubes altas,Muy alta,Baja,Media,NE,30.5,31.0,29.17,0.0,0.0,45.0,16.83
69,aldea-del-fresno,2024-08-30,noche,['Nubes altas' 'Poco nuboso'],Baja,Baja,Baja,NE,25.4,25.4,18.8,0.0,0.0,60.8,12.4
70,aldea-del-fresno,2024-08-31,madrugada,['Cielo despejado' 'Nuboso'],Baja,Baja,Baja,NE,20.17,20.17,19.67,0.0,0.0,83.33,12.0
71,aldea-del-fresno,2024-08-31,mediodia,['Nubes altas' 'Poco nuboso'],Baja,Baja,Baja,N,19.0,19.0,9.0,0.0,0.0,82.5,6.0
72,algete,2024-08-29,mediodia,Cubierto con tormenta y lluvia escasa,Muy alta,Baja,Alta,E,23.0,23.0,15.5,0.1,0.0,71.0,8.0
73,algete,2024-08-29,tarde,['Cubierto' 'Cubierto con tormenta y lluvia escasa' 'Nubes altas'],Muy alta,Baja,Alta,S,25.83,26.0,27.83,0.03,0.0,52.0,10.83
74,algete,2024-08-29,noche,Cubierto,Muy alta,Baja,Alta,NE,21.0,21.0,23.4,0.4,0.0,68.8,15.8
75,algete,2024-08-30,madrugada,Poco nuboso,Baja,Baja,Baja,NE,18.33,18.33,20.17,0.17,0.0,94.5,14.5
76,algete,2024-08-30,mediodia,Cubierto,Muy alta,Baja,Baja,NE,20.0,20.0,23.43,0.0,0.0,88.71,13.29
77,algete,2024-08-30,tarde,['Nubes altas' 'Poco nuboso'],Muy alta,Baja,Alta,NE,27.67,28.0,20.17,0.02,0.0,51.67,11.33
78,algete,2024-08-30,noche,Poco nuboso,Baja,Baja,Baja,NE,23.0,23.0,15.6,0.0,0.0,81.6,9.4
79,algete,2024-08-31,madrugada,['Muy nuboso' 'Poco nuboso'],Baja,Baja,Baja,E,19.0,19.0,13.17,0.0,0.0,88.33,9.67
80,algete,2024-08-31,mediodia,['Cielo despejado' 'Nubes altas'],Baja,Baja,Baja,['E' 'N'],17.0,17.0,16.0,0.0,0.0,90.5,11.0
81,alpedrete,2024-08-29,mediodia,Muy nuboso con lluvia escasa,Muy alta,Baja,Alta,E,25.0,25.0,27.0,0.1,0.0,61.0,8.0
82,alpedrete,2024-08-29,tarde,Cubierto con tormenta y lluvia escasa,Muy alta,Baja,Alta,['S' 'SE'],25.5,25.5,31.67,0.1,0.0,49.5,17.5
83,alpedrete,2024-08-29,noche,Intervalos nubosos con lluvia escasa,Muy alta,Baja,Alta,N,20.0,20.0,10.4,0.1,0.0,56.6,7.2
84,alpedrete,2024-08-30,madrugada,Nuboso,Baja,Baja,Baja,NO,18.17,18.17,10.0,0.03,0.0,73.0,4.83
85,alpedrete,2024-08-30,mediodia,Cielo despejado,Muy alta,Baja,Media,NE,20.43,20.43,28.0,1.47,0.0,82.0,13.57
86,alpedrete,2024-08-30,tarde,Nubes altas,Muy alta,Baja,Alta,O,27.67,27.67,15.33,0.18,0.0,46.0,9.33
87,alpedrete,2024-08-30,noche,['Nubes altas' 'Poco nuboso'],Baja,Baja,Baja,NE,22.6,22.6,9.6,0.0,0.0,66.6,6.8
88,alpedrete,2024-08-31,madrugada,['Muy nuboso' 'Poco nuboso'],Baja,Baja,Baja,['E' 'N'],19.0,19.0,8.67,0.0,0.0,85.0,4.83
89,alpedrete,2024-08-31,mediodia,['Nubes altas' 'Poco nuboso'],Baja,Baja,Baja,NO,17.5,17.5,11.5,0.0,0.0,85.5,8.5
90,ambite,2024-08-29,mediodia,Intervalos nubosos con lluvia escasa,Muy alta,Baja,Alta,SE,24.0,24.0,18.0,0.1,0.0,65.0,8.0
91,ambite,2024-08-29,tarde,Cubierto,Muy alta,Baja,Muy alta,SE,25.33,25.33,27.0,0.03,0.0,51.0,13.17
92,ambite,2024-08-29,noche,['Cielo despejado' 'Cubierto'],Muy alta,Baja,Alta,NE,20.8,20.8,20.6,0.02,0.0,67.8,12.0
93,ambite,2024-08-30,madrugada,Poco nuboso,Baja,Baja,Baja,['E' 'NE'],17.83,17.83,10.5,0.02,0.0,90.33,6.33
94,ambite,2024-08-30,mediodia,['Cubierto' 'Muy nuboso' 'Nubes altas'],Muy alta,Baja,Baja,['E' 'NE'],19.86,19.86,23.0,0.0,0.0,87.86,9.43
95,ambite,2024-08-30,tarde,Muy nuboso,Muy alta,Baja,Alta,E,28.17,28.5,24.33,0.05,0.0,50.33,10.5
96,ambite,2024-08-30,noche,Poco nuboso,Media,Baja,Media,['E' 'SE'],21.6,21.6,17.6,0.0,0.0,67.2,11.2
97,ambite,2024-08-31,madrugada,Poco nuboso,Baja,Baja,Baja,['E' 'NE' 'SE'],18.5,18.5,14.83,0.0,0.0,72.0,8.17
98,ambite,2024-08-31,mediodia,['Cielo despejado' 'Nubes altas'],Baja,Baja,Baja,['N' 'NE'],17.0,17.0,7.5,0.0,0.0,78.0,5.0
99,anchuelo,2024-08-29,mediodia,Nubes altas,Muy alta,Baja,Alta,SE,24.0,24.0,19.0,0.0,0.0,65.0,11.0
100,anchuelo,2024-08-29,tarde,['Cubierto' 'Nubes altas'],Muy alta,Baja,Muy alta,S,24.83,24.83,31.17,0.0,0.0,51.67,15.67
101,anchuelo,2024-08-29,noche,Cubierto con lluvia escasa,Muy alta,Baja,Alta,['N' 'NE'],19.8,19.8,26.6,0.14,0.0,78.4,14.8
102,anchuelo,2024-08-30,madrugada,['Cielo despejado' 'Muy nuboso' 'Poco nuboso'],Baja,Baja,Baja,E,17.17,17.17,22.83,0.0,0.0,94.67,16.33
103,anchuelo,2024-08-30,mediodia,Cubierto,Muy alta,Baja,Baja,E,19.14,19.14,28.57,0.0,0.0,90.29,16.43
104,anchuelo,2024-08-30,tarde,"['Cielo despejado' 'Cubierto' 'Intervalos nubosos con lluvia escasa'
 'Muy nuboso' 'Nubes altas' 'Nuboso']",Muy alta,Baja,Alta,['N' 'NE'],27.0,27.83,21.5,0.02,0.0,61.17,12.67
105,anchuelo,2024-08-30,noche,Cielo despejado,Baja,Baja,Baja,E,21.2,21.2,18.2,0.0,0.0,86.2,9.4
106,anchuelo,2024-08-31,madrugada,['Cielo despejado' 'Nuboso'],Baja,Baja,Baja,E,17.67,17.67,24.17,0.0,0.0,86.67,16.0
107,anchuelo,2024-08-31,mediodia,['Cielo despejado' 'Muy nuboso'],Baja,Baja,Baja,['E' 'NE'],15.5,15.5,13.0,0.0,0.0,96.5,6.0
108,aranjuez,2024-08-29,mediodia,Intervalos nubosos con lluvia escasa,Alta,Baja,Alta,E,25.0,25.0,19.0,0.1,0.0,51.0,8.0
109,aranjuez,2024-08-29,tarde,Cubierto con lluvia escasa,Muy alta,Baja,Alta,S,27.67,27.67,28.83,0.1,0.0,39.17,13.17
110,aranjuez,2024-08-29,noche,Intervalos nubosos con lluvia escasa,Muy alta,Baja,Alta,N,21.4,21.4,25.8,0.1,0.0,72.2,16.0
111,aranjuez,2024-08-30,madrugada,Poco nuboso,Baja,Baja,Baja,N,17.83,17.83,13.0,0.03,0.0,92.83,9.83
112,aranjuez,2024-08-30,mediodia,['Cubierto' 'Muy nuboso' 'Poco nuboso'],Muy alta,Baja,Baja,['NE' 'SE'],21.14,21.43,23.29,0.0,0.0,85.86,11.71
113,aranjuez,2024-08-30,tarde,Poco nuboso,Muy alta,Baja,Alta,N,29.5,31.17,31.5,0.02,0.0,56.17,17.5
114,aranjuez,2024-08-30,noche,Nubes altas,Baja,Baja,Baja,NE,24.8,25.2,14.2,0.0,0.0,70.8,11.4
115,aranjuez,2024-08-31,madrugada,Cubierto,Baja,Baja,Baja,['E' 'NE' 'SE'],19.17,19.17,30.83,0.0,0.0,87.17,17.5
116,aranjuez,2024-08-31,mediodia,['Cielo despejado' 'Poco nuboso'],Baja,Baja,Baja,N,18.0,18.0,9.0,0.0,0.0,95.5,8.5
117,arganda-del-rey,2024-08-29,mediodia,Intervalos nubosos con lluvia escasa,Muy alta,Baja,Alta,E,25.0,25.0,19.0,0.1,0.0,56.0,10.0
118,arganda-del-rey,2024-08-29,tarde,['Cubierto' 'Muy nuboso'],Muy alta,Baja,Alta,S,26.67,26.67,29.67,0.02,0.0,44.17,14.17
119,arganda-del-rey,2024-08-29,noche,"['Cielo despejado' 'Cubierto' 'Cubierto con tormenta y lluvia escasa'
 'Intervalos nubosos con lluvia escasa' 'Poco nuboso']",Muy alta,Baja,Alta,NE,21.2,21.2,28.0,0.22,0.0,73.2,15.0
120,arganda-del-rey,2024-08-30,madrugada,Muy nuboso,Baja,Baja,Baja,E,17.33,17.33,17.33,0.0,0.0,94.33,11.17
121,arganda-del-rey,2024-08-30,mediodia,Cubierto,Muy alta,Baja,Baja,['E' 'SE'],20.14,20.14,26.71,0.0,0.0,88.29,15.29
122,arganda-del-rey,2024-08-30,tarde,['Cielo despejado' 'Nubes altas'],Muy alta,Baja,Alta,N,28.5,29.83,27.17,0.02,0.0,56.83,17.17
123,arganda-del-rey,2024-08-30,noche,Nubes altas,Baja,Baja,Baja,E,23.0,23.0,14.2,0.0,0.0,72.2,11.4
124,arganda-del-rey,2024-08-31,madrugada,Muy nuboso,Baja,Baja,Baja,SE,18.83,18.83,27.33,0.0,0.0,81.33,16.0
125,arganda-del-rey,2024-08-31,mediodia,['Cielo despejado' 'Poco nuboso'],Baja,Baja,Baja,['E' 'NE'],17.0,17.0,13.5,0.0,0.0,91.5,6.5
126,arroyomolinos,2024-08-29,mediodia,Intervalos nubosos con lluvia escasa,Alta,Baja,Alta,E,25.0,25.0,18.0,0.1,0.0,56.0,8.0
127,arroyomolinos,2024-08-29,tarde,Intervalos nubosos con lluvia escasa,Muy alta,Baja,Alta,SE,27.33,27.33,28.5,0.33,0.0,47.0,12.5
128,arroyomolinos,2024-08-29,noche,Muy nuboso,Muy alta,Baja,Alta,['N' 'NE'],20.4,20.4,20.4,0.02,0.0,84.2,11.2
129,arroyomolinos,2024-08-30,madrugada,Muy nuboso,Baja,Baja,Baja,NE,18.33,18.33,22.33,0.0,0.0,90.33,14.5
130,arroyomolinos,2024-08-30,mediodia,Cubierto,Muy alta,Baja,Baja,NE,20.71,20.71,28.43,0.0,0.0,85.29,17.43
131,arroyomolinos,2024-08-30,tarde,Intervalos nubosos con lluvia escasa,Muy alta,Baja,Alta,NE,28.83,29.5,26.83,0.08,0.0,51.67,17.67
132,arroyomolinos,2024-08-30,noche,Nubes altas,Baja,Baja,Baja,NE,24.8,25.4,16.6,0.02,0.0,73.4,10.8
133,arroyomolinos,2024-08-31,madrugada,['Muy nuboso' 'Poco nuboso'],Baja,Baja,Baja,['E' 'NE'],20.0,20.0,16.0,0.0,0.0,84.83,10.33
134,arroyomolinos,2024-08-31,mediodia,['Nubes altas' 'Poco nuboso'],Baja,Baja,Baja,NE,18.0,18.0,9.0,0.0,0.0,85.5,7.5
135,atazar-el,2024-08-29,mediodia,Cubierto,Muy alta,Baja,Alta,SE,22.0,22.0,20.0,0.0,0.0,75.0,6.0
136,atazar-el,2024-08-29,tarde,Nubes altas,Muy alta,Baja,Muy alta,S,23.67,23.67,24.5,0.05,0.0,65.5,10.0
137,atazar-el,2024-08-29,noche,Nubes altas,Muy alta,Baja,Alta,NE,19.8,19.8,14.6,0.04,0.0,64.8,5.4
138,atazar-el,2024-08-30,madrugada,Nuboso,Baja,Baja,Baja,['N' 'NO'],16.17,16.17,14.33,0.23,0.0,94.83,6.0
139,atazar-el,2024-08-30,mediodia,Cubierto,Muy alta,Baja,Media,['NO' 'SE'],18.0,18.0,18.29,0.0,0.0,90.43,6.71
140,atazar-el,2024-08-30,tarde,['Intervalos nubosos con lluvia escasa' 'Nubes altas'],Muy alta,Baja,Alta,['O' 'S'],27.0,27.0,19.33,0.03,0.0,43.83,6.17
141,atazar-el,2024-08-30,noche,Poco nuboso,Media,Baja,Media,['NE' 'SE'],21.8,21.8,10.2,0.0,0.0,69.2,5.0
142,atazar-el,2024-08-31,madrugada,Poco nuboso,Baja,Baja,Baja,E,17.0,17.0,11.5,0.0,0.0,86.67,5.0
143,atazar-el,2024-08-31,mediodia,['Cielo despejado' 'Nubes altas'],Baja,Baja,Baja,N,15.0,15.0,10.0,0.0,0.0,93.5,5.0
144,batres,2024-08-29,mediodia,Muy nuboso con lluvia escasa,Alta,Baja,Alta,E,25.0,25.0,15.0,0.1,0.0,54.0,8.0
145,batres,2024-08-29,tarde,Cubierto,Muy alta,Baja,Alta,['E' 'SE'],27.5,27.5,24.83,0.05,0.0,43.83,11.17
146,batres,2024-08-29,noche,['Muy nuboso' 'Poco nuboso'],Muy alta,Baja,Alta,['E' 'NE'],20.8,20.8,27.6,0.02,0.0,72.4,16.4
147,batres,2024-08-30,madrugada,Nuboso,Baja,Baja,Baja,NE,18.17,18.17,32.83,0.02,0.0,91.17,22.67
148,batres,2024-08-30,mediodia,Cubierto,Muy alta,Baja,Baja,NE,20.57,20.57,29.86,0.0,0.0,87.43,20.86
149,batres,2024-08-30,tarde,Poco nuboso,Muy alta,Baja,Media,NE,29.0,30.33,27.0,0.02,0.0,56.17,18.0
150,batres,2024-08-30,noche,Nubes altas,Baja,Baja,Baja,E,25.0,25.6,21.4,0.0,0.0,68.4,12.6
151,batres,2024-08-31,madrugada,Muy nuboso,Baja,Baja,Baja,E,20.0,20.0,25.67,0.0,0.0,77.17,18.17
152,batres,2024-08-31,mediodia,['Cielo despejado' 'Nubes altas'],Baja,Baja,Baja,['E' 'NE'],18.0,18.0,10.5,0.0,0.0,81.5,8.5
153,becerril-de-la-sierra,2024-08-29,mediodia,Nubes altas,Muy alta,Baja,Alta,E,23.0,23.0,28.0,0.0,0.0,68.0,12.0
154,becerril-de-la-sierra,2024-08-29,tarde,Cubierto,Muy alta,Baja,Alta,S,24.17,24.17,29.33,0.0,0.0,54.5,14.33
155,becerril-de-la-sierra,2024-08-29,noche,Intervalos nubosos con lluvia escasa,Muy alta,Baja,Alta,NE,18.4,18.4,13.2,0.06,0.0,62.0,5.6
156,becerril-de-la-sierra,2024-08-30,madrugada,['Muy nuboso' 'Nubes altas'],Baja,Baja,Baja,E,16.33,16.33,17.83,0.0,0.0,80.0,9.17
157,becerril-de-la-sierra,2024-08-30,mediodia,['Cielo despejado' 'Poco nuboso'],Muy alta,Baja,Alta,E,18.86,18.86,26.43,1.73,0.0,86.86,13.0
158,becerril-de-la-sierra,2024-08-30,tarde,Nubes altas,Muy alta,Baja,Alta,NE,26.0,26.0,17.33,0.35,0.0,48.17,7.83
159,becerril-de-la-sierra,2024-08-30,noche,Poco nuboso,Baja,Baja,Baja,NE,21.4,21.4,14.4,0.0,0.0,66.4,8.6
160,becerril-de-la-sierra,2024-08-31,madrugada,['Muy nuboso' 'Poco nuboso'],Baja,Baja,Baja,['E' 'NE'],16.83,16.83,16.17,0.0,0.0,89.0,9.5
161,becerril-de-la-sierra,2024-08-31,mediodia,['Nubes altas' 'Poco nuboso'],Baja,Baja,Baja,N,16.0,16.0,7.0,0.0,0.0,84.5,5.0
162,belmonte-de-tajo,2024-08-29,mediodia,Intervalos nubosos con lluvia escasa,Muy alta,Baja,Alta,E,24.0,24.0,21.0,0.1,0.0,61.0,11.0
163,belmonte-de-tajo,2024-08-29,tarde,Nubes altas,Muy alta,Baja,Alta,S,26.33,26.33,31.83,0.03,0.0,46.83,17.17
164,belmonte-de-tajo,2024-08-29,noche,['Cielo despejado' 'Poco nuboso'],Muy alta,Baja,Alta,NE,20.2,20.2,29.8,0.02,0.0,71.0,19.2
165,belmonte-de-tajo,2024-08-30,madrugada,['Nuboso' 'Poco nuboso'],Baja,Baja,Baja,SE,17.33,17.33,26.17,0.02,0.0,92.5,18.5
166,belmonte-de-tajo,2024-08-30,mediodia,Poco nuboso,Muy alta,Baja,Baja,SE,20.0,20.0,34.29,0.0,0.0,86.43,22.0
167,belmonte-de-tajo,2024-08-30,tarde,"['Cubierto' 'Intervalos nubosos con lluvia escasa' 'Muy nuboso' 'Nuboso'
 'Nuboso con lluvia escasa' 'Poco nuboso']",Muy alta,Baja,Alta,E,28.0,28.17,32.0,0.03,0.0,46.0,16.67
168,belmonte-de-tajo,2024-08-30,noche,['Cubierto' 'Poco nuboso'],Baja,Baja,Baja,E,22.2,22.2,26.0,0.0,0.0,70.6,18.2
169,belmonte-de-tajo,2024-08-31,madrugada,Cubierto,Baja,Baja,Baja,SE,18.83,18.83,31.17,0.0,0.0,81.33,20.67
170,belmonte-de-tajo,2024-08-31,mediodia,Poco nuboso,Baja,Baja,Baja,N,17.0,17.0,11.5,0.0,0.0,93.5,6.0
171,berrueco-el,2024-08-29,mediodia,Cubierto con tormenta y lluvia escasa,Muy alta,Baja,Alta,SE,22.0,22.0,13.0,0.1,0.0,78.0,5.0
172,berrueco-el,2024-08-29,tarde,Nubes altas,Muy alta,Baja,Alta,SE,23.5,23.5,26.67,0.08,0.0,67.0,6.17
